"DCODE","DISTNAME","DISTCOUNTY","CC","AVG.FTE","RNK.FTE","LOCREV","AVG.LOCREV","RNK.LOCREV","STREV","AVG.STREV","RNK.STREV","FEDREV","AVG.FEDREV","RNK.FEDREV","TOTREV","AVG.TOTREV","RNK.TOTREV","BASINS","AVG.BASINS","RNK.BASINS","ADDINS","AVG.ADDINS","RNK.ADDINS","AEINS","AVG.AEINS","RNK.AEINS","ITOT","AVG.ITOT","RNK.ITOT","ISAL","AVG.ISAL","RNK.ISAL","ISSUP","AVG.ISSUP","RNK.ISSUP","ADM","AVG.ADM","RNK.ADM","FACACQ","AVG.FACACQ","RNK.FACACQ","OPNMNT","AVG.OPNMNT","RNK.OPNMNT","TRANS","AVG.TRANS","RNK.TRANS","SSTOT","AVG.SSTOT","RNK.SSTOT","SSSAL","AVG.SSSAL","RNK.SSSAL","COE","AVG.COE","RNK.COE","TOTEXP","AVG.TOTEXP","RNK.TOTEXP","T.SAL","AVG.T.SAL","RNK.T.SAL","HSEV","AVG.HSEV","RNK.HSEV","NHSEV","AVG.NHSEV","RNK.NHSEV","P.TCHR","AVG.P.TCHR","RNK.P.TCH","GROUP","AEPUPILS.A","AEPUPILS.S","YEAR","id"
41240,"SPARTA AREA SCHOOLS","KENT",41,2968.7,150,4681732,1577,301,18467948,6221,525,2433337,820,351,25882044,8718,418,11837182.55,4226,354,3850919.04,1375,158,283842.14,1693,98,15971943.73,5380,311,15078436.39,5079,277,2355292.15,793,224,2765387.63,932,658,0,0,0,1719268.14,579,745,1604425.89,540,114,8444373.81,2844,562,4603939.47,1551,526,24416317.54,8225,452,25305969.34,8524,506,7440699.03,62564,113,1.62378027235198e-315,110707,374,4.78731360035211e-316,32639,456,118.93,24,621,"I",159.96,7.68,2009,"200941240"
41901,"NEW BRANCHES SCHOOL","KENT",41,206,673,152588.96,741,536,1512343.7,7341,162,182996.69,888,291,1847929.35,8971,328,906264.31,4399,249,205881.74,999,404,0,0,0,1112146.05,5399,293,1061269.1,5152,241,57632.76,280,638,389954.66,1893,173,0,0,0,188768.82,916,405,340,2,662,636696.24,3091,446,276538.99,1342,564,1748842.29,8490,350,1876505.52,9109,306,489887.34,45486,517,0,0,0,0,0,0,10.77,19,173,"N",0,0,2009,"200941901"
41918,"CREATIVE TECHNOLOGIES ACADEMY","KENT",41,287.56,633,179519.48,624,570,2006533.97,6978,268,148286,516,704,2341339.45,8142,653,800041.85,2782,721,193377.11,672,650,0,0,0,993418.96,3455,730,858331.73,2985,595,175116.44,609,343,496944.36,1728,203,0,0,0,353445.4,1229,193,0,0,0,1025506.2,3566,271,600922.06,2090,268,2018925.16,7021,737,2370043.95,8242,603,593866.02,34527,589,0,0,0,0,0,0,17.2,17,99,"N",0,0,2009,"200941918"
41921,"GRAND RAPIDS CHILD DISCOVERY CENTER","KENT",41,197,679,73517.48,373,620,1497524.78,7602,93,195253,991,237,1766295.26,8966,333,1069774.63,5430,57,154185.73,783,570,0,0,0,1223960.36,6213,100,990029.77,5026,310,61673.07,313,624,280674.78,1425,279,0,0,0,240367.36,1220,202,0,0,0,582715.21,2958,500,229237.63,1164,577,1806675.57,9171,198,1845920.23,9370,250,519188.36,41535,553,0,0,0,0,0,0,12.5,16,73,"N",0,0,2009,"200941921"
42030,"GRANT TOWNSHIP S/D #2","KEWEENAW",42,4.72,774,178559.85,37830,3,3108.16,659,761,24621.53,5216,8,206289.54,43705,4,83595.63,17711,2,0,0,0,0,0,0,83595.63,17711,3,70630.9,14964,3,0,0,0,12359.55,2619,70,0,0,0,14117.94,2991,15,33591.05,7117,2,60068.54,12726,5,25049.01,5307,6,143664.17,30437,4,149691.39,31714,4,48290.06,48290,478,6.35419457533058e-317,2724795,1,1.63871214168948e-316,7027098,2,1,5,2,"N",0,0,2009,"200942030"
43040,"BALDWIN COMMUNITY SCHOOLS","LAKE",43,566,519,5586139.15,9870,21,10539175.69,18620,1,907706.48,1604,87,17856874.32,31549,5,2387121.42,4218,361,1717227.99,3034,9,0,0,0,4104349.41,7252,41,3831190.91,6769,40,200864.28,355,589,1364315.4,2410,96,0,0,0,692399.15,1223,199,547394.48,967,18,2804973.31,4956,97,1410615.17,2492,126,6909322.72,12207,42,17795690.92,31441,5,1429227.11,49284,463,4.77765679086475e-316,170850,149,1.39768330331025e-315,499813,22,29,20,227,"M",0,0,2009,"200943040"
44010,"LAPEER COMMUNITY SCHOOLS","LAPEER",44,6551.42,46,7876217.36,1202,389,42576103.38,6499,427,4053816.52,619,591,54515857.26,8321,572,27507906.67,4207,369,6556526.51,1003,398,0,0,0,34064433.18,5200,406,33103661.27,5053,296,5408510.65,826,203,6005158.53,917,672,975,0,0,4483094.55,684,694,2934746.13,448,237,18831509.86,2874,548,14387022.5,2196,215,52895943.04,8074,497,55092887.69,8409,546,17755089.74,62551,114,5.26565787971642e-315,162679,168,1.73692542081646e-315,53661,306,283.85,23,532,"D",6.39,6.79,2009,"200944010"
44020,"ALMONT COMMUNITY SCHOOLS","LAPEER",44,1810.63,245,1176165.46,650,560,11976182.27,6614,381,1041769.8,575,643,14379396.98,7942,728,7813521.25,4315,298,1632603.49,902,491,0,0,0,9446124.74,5217,401,9042337.94,4994,328,1308592.42,723,267,1492965.31,825,742,0,0,0,1399848.94,773,607,788740.46,436,258,4990147.13,2756,602,3517437.98,1943,361,14436271.87,7973,546,14757045.49,8150,634,4993882.67,59169,186,1.39236226077045e-315,155646,189,2.5193685429271e-316,28163,480,84.4,21,327,"K",0,0,2009,"200944020"
44050,"DRYDEN COMMUNITY SCHOOLS","LAPEER",44,712.68,469,657052.79,922,480,4558569.64,6396,469,407725.16,572,648,5662343.88,7945,726,3050827.68,4281,321,541240.29,759,582,0,0,0,3592067.97,5040,464,3329683.9,4672,467,226836.11,318,617,753519.51,1057,524,0,0,0,524617.55,736,649,302577.39,425,277,1807550.56,2536,692,1084145.92,1521,536,5399618.53,7576,667,5660128.25,7942,702,1960785.94,63497,102,9.14024488250684e-316,259584,49,1.51165747910648e-316,42931,376,30.88,23,532,"M",0,0,2009,"200944050"
44060,"IMLAY CITY COMMUNITY SCHOOLS","LAPEER",44,2315.67,197,2374139.25,1025,453,14982585.77,6470,436,1581065.64,683,508,19064753.93,8233,615,8985001.74,3887,538,1831546.4,792,563,17543.84,4089,49,10834091.98,4679,583,10346476.41,4468,523,1874757.49,810,215,2242393.74,968,616,0,0,0,1926390.09,832,525,1168170.15,504,154,7211711.47,3114,426,5261107.87,2272,187,18045803.45,7793,599,19298529.35,8334,568,5844583.11,56837,248,1.4159116132214e-315,123758,313,5.48469363290386e-316,47939,348,102.83,22,421,"J",1.86,2.43,2009,"200944060"
44090,"NORTH BRANCH AREA SCHOOLS","LAPEER",44,2571.47,176,1243279.39,483,599,18026654.32,7010,264,1521795.32,592,622,20866842.53,8115,665,10753961.26,4182,385,2512480.19,977,422,0,0,0,13266441.45,5159,422,12785433.5,4972,338,1382731.67,538,402,2228332.76,867,717,0,0,0,2145013.61,834,522,1484660.76,577,92,7240738.8,2816,572,5300006.19,2061,284,20507180.25,7975,545,21103948.65,8207,614,6998372.65,61933,125,1.35013383267571e-315,106270,400,3.27275180575311e-316,25760,496,113,23,532,"I",0,0,2009,"200944090"
45010,"GLEN LAKE COMMUNITY SCHOOLS","LEELANAU",45,798.53,440,6945592.79,8698,27,457748.41,573,767,1478361.85,1851,58,8899445.23,11145,76,4347695.09,5445,54,854962.07,1071,342,0,0,0,5202657.16,6515,68,4698721.84,5884,85,412036.87,516,421,961267.69,1204,386,0,0,0,720538.15,902,425,395546.26,495,174,2489388.97,3117,423,1891104.43,2368,153,7692046.13,9633,145,9280161.9,11622,68,2525647.46,55109,308,1.3277533407297e-315,336544,21,2.11233828188096e-315,535411,21,45.83,17,99,"M",0,0,2009,"200945010"
45020,"LELAND PUBLIC SCHOOL DISTRICT","LEELANAU",45,512.28,542,3480835.04,6795,43,813603.05,1588,748,858298,1675,79,5152736.09,10058,134,2783198.97,5433,56,294489.33,575,683,0,0,0,3077688.3,6008,132,2819179.8,5503,152,289195.52,565,376,740680.85,1446,274,0,0,0,439679.95,858,481,189336,370,368,1658892.32,3238,368,1232283.29,2405,144,4736580.62,9246,190,4858908.64,9485,225,1624893.98,53769,352,9.14436188212708e-316,361294,16,1.49275400378701e-315,589788,17,30.22,17,99,"M",0,0,2009,"200945020"
45040,"NORTHPORT PUBLIC SCHOOL DISTRICT","LEELANAU",45,145.5,711,3166499.77,21763,8,198908.69,1367,752,253368.02,1741,71,3624729.48,24912,10,1321083.59,9080,14,378877.33,2604,12,0,0,0,1699960.92,11684,12,1473284.27,10126,12,314832.69,2164,9,550855.14,3786,16,0,0,0,404277.07,2779,21,224698.02,1544,9,1494662.92,10273,8,861377.82,5920,4,3194623.84,21956,8,3340317.61,22958,10,733008.9,52358,393,6.91271800159086e-316,961615,5,1.07500857547094e-315,1495424,5,14,10,17,"N",0,0,2009,"200945040"
45050,"SUTTONS BAY PUBLIC SCHOOLS","LEELANAU",45,815.42,434,3473869.13,4260,82,3469565.44,4255,707,1220523.2,1497,102,8420855.59,10327,119,4034092.33,4947,97,832398.57,1021,382,0,0,0,4866490.9,5968,138,4528029.89,5553,142,486206.23,596,348,1172441.03,1438,276,0,0,0,761681.91,934,379,525683.19,645,55,2946012.36,3613,261,2201204.94,2699,92,7812503.26,9581,151,8582484.18,10525,116,2302776.8,56635,261,1.23908367570996e-315,307563,33,7.36828773213136e-316,182894,72,40.66,20,227,"M",0,0,2009,"200945050"
46010,"ADRIAN CITY SCHOOL DISTRICT","LENAWEE",46,3635.01,107,5501805.35,1514,318,22205228.73,6109,558,5308044.79,1460,109,33887232.91,9322,250,15669227.81,4394,252,4613125.21,1294,199,75981.96,1102,125,20358334.98,5601,223,18861717.07,5189,229,3250892.01,894,167,3847506.07,1058,523,0,0,0,3409481.97,938,373,1023844.4,282,497,11531724.45,3172,396,8498265.71,2338,168,31890059.43,8773,273,33275008.5,9154,297,9246498.95,60997,144,2.42765513214893e-315,135175,257,1.06835965739809e-315,59488,286,151.59,24,621,"G",32.09,36.86,2009,"200946010"
46020,"ADDISON COMMUNITY SCHOOLS","LENAWEE",46,998.24,393,3334867.95,3341,105,4346153.68,4354,703,589666.67,591,624,8275596.56,8290,584,4254925.39,4262,333,1063524.12,1065,352,0,0,0,5318449.51,5328,341,5042011.03,5051,297,317931.68,318,617,927789.27,929,659,0,0,0,1080750.38,1083,259,281823.99,282,497,2608295.32,2613,662,1877166.57,1880,399,7926744.83,7941,553,8290493.89,8305,577,2812884.47,60066,170,1.12530342067972e-315,228166,68,7.83710425195501e-316,158904,88,46.83,21,327,"M",0,0,2009,"200946020"
46040,"BLISSFIELD COMMUNITY SCHOOLS","LENAWEE",46,1267.73,335,1173047.79,925,479,8215922.13,6481,431,895122.68,706,476,10305547.6,8129,657,5746535.99,4533,191,1165064.62,919,478,0,0,0,6911600.61,5452,275,6583386.61,5193,228,610984.56,482,459,1304944.74,1029,555,2803.02,2,27,915711.94,722,664,450102.17,355,395,3281743.41,2589,674,2507623.14,1978,342,10193344.02,8041,513,10526061.92,8303,578,3673758.49,56459,272,1.21285703093076e-315,193641,99,2.75462061755546e-316,43980,372,65.07,19,173,"L",0,0,2009,"200946040"
46050,"BRITTON-MACON AREA SCHOOL DISTRICT","LENAWEE",46,527.07,535,418508.64,794,522,3579516.03,6791,331,301360.58,572,648,4306511.25,8171,639,2370963.25,4498,208,381613.64,724,617,0,0,0,2752576.89,5222,398,2467610.49,4682,464,220892.03,419,521,571302.21,1084,494,0,0,0,429777.37,815,546,128020.74,243,528,1349992.35,2561,685,950647.18,1804,434,4102569.24,7784,604,4202001.44,7972,693,1435322.01,55741,291,3.7788691454868e-316,145114,219,4.53063384925704e-317,17398,539,25.75,20,227,"M",0,0,2009,"200946050"
46060,"CLINTON COMMUNITY SCHOOLS","LENAWEE",46,1150.31,359,1363792.14,1186,397,7083091.87,6158,544,572648.45,498,718,9027000.46,7847,743,4767957.58,4145,404,931291.03,810,551,0,0,0,5699248.61,4955,496,5370854.63,4669,469,659788.4,574,364,1279321.33,1112,468,0,0,0,867403.7,754,630,342394.76,298,478,3148908.19,2737,609,2284519.96,1986,335,8848156.8,7692,637,9149976.85,7954,699,3076478.95,56089,279,9.14079324596716e-316,160836,173,2.46940837778681e-316,43450,373,54.85,21,327,"L",0,0,2009,"200946060"
46070,"DEERFIELD PUBLIC SCHOOLS","LENAWEE",46,320.57,613,202716.84,632,566,2173998.52,6782,335,193704,604,611,2570419.36,8018,703,1266123.93,3950,512,303332.69,946,454,0,0,0,1569456.62,4896,516,1490631.71,4650,476,59171.65,185,691,502716.85,1568,239,0,0,0,244295.86,762,622,99000,309,464,905184.36,2824,570,547648.4,1708,485,2474640.98,7720,627,2585831.59,8066,665,746382.57,43905,530,2.70104735034713e-316,170539,151,3.14821346891094e-317,19877,524,17,19,173,"N",0,0,2009,"200946070"
46080,"HUDSON AREA SCHOOLS","LENAWEE",46,987.38,397,896907.86,908,487,6502207.55,6585,398,636183.93,644,570,8062263.24,8165,640,4481218.42,4538,190,1149111.46,1164,276,0,0,0,5630329.88,5702,204,5329353.73,5397,176,314938.77,319,616,1146392.43,1161,420,0,0,0,794948.61,805,559,464235.97,470,208,2720515.78,2755,603,2113425.51,2140,237,8350845.66,8458,365,8810067.97,8923,353,2789804.56,57880,221,5.8913928106794e-316,120767,327,1.79526746398567e-316,36801,418,48.2,20,227,"M",0,0,2009,"200946080"
46090,"MADISON SCHOOL DISTRICT (LENAWEE)","LENAWEE",46,1409.6,306,2886478.95,2048,213,9228653.73,6547,410,795251.12,564,655,12930697.8,9173,281,7082218.36,5024,91,1979916.4,1405,146,0,0,0,9062134.76,6429,74,8473006.44,6011,66,533113.28,378,567,1381098.78,980,606,0,0,0,1005422.87,713,673,305418.66,217,543,3225053.59,2288,751,2489614.33,1766,454,12287188.35,8717,297,13954100.54,9899,161,4443206.36,57704,228,2.88850030297011e-316,41476,541,5.45480715732784e-316,78325,212,77,18,128,"L",0,0,2009,"200946090"
46100,"MORENCI AREA SCHOOLS","LENAWEE",46,844.92,428,607733.32,719,543,5938050.79,7028,257,491365.45,582,639,7037149.56,8329,564,3580013.06,4237,349,767068.08,908,488,0,0,0,4347081.14,5145,426,4222556.81,4998,325,160350.92,190,690,1125630.19,1332,323,0,0,0,563136.53,666,710,276470.04,327,442,2125587.68,2516,701,1569345.43,1857,412,6472668.82,7661,647,6983852.01,8266,594,2261248.76,53143,370,4.43904835701524e-316,106338,399,9.11638912042366e-317,21838,516,42.55,20,227,"M",0,0,2009,"200946100"
46110,"ONSTED COMMUNITY SCHOOLS","LENAWEE",46,1714.64,260,2491432.28,1453,331,10411358.63,6072,572,867144.4,506,714,15232987.31,8884,354,7273599.34,4242,345,1509734.58,880,511,0,0,0,8783333.92,5123,433,8150558.03,4754,435,980560.66,572,366,1572601.8,917,672,0,0,0,1235244.29,720,666,526227.35,307,466,4314634.1,2516,701,3239112.89,1889,393,13097968.02,7639,654,15240406.55,8888,367,4490974.24,54668,327,1.58348362116986e-315,186920,115,5.18057033884873e-316,61153,278,82.15,21,327,"K",0,0,2009,"200946110"
46130,"SAND CREEK COMMUNITY SCHOOLS","LENAWEE",46,913.37,416,560378.13,614,576,6356575.31,6959,274,450393.64,493,724,7378243.26,8078,679,3980016.54,4358,277,800318.93,876,514,0,0,0,4780335.47,5234,388,4510556.83,4938,361,321752.49,352,592,792959.36,868,715,0,0,0,671601.37,735,652,363460.98,398,329,2149774.2,2354,742,1676419.39,1835,421,6930109.67,7587,665,7328612.76,8024,676,2639173.61,56010,284,5.12612010511903e-316,113595,354,5.81974449766392e-317,12897,547,47.12,19,173,"M",0,0,2009,"200946130"
46140,"TECUMSEH PUBLIC SCHOOLS","LENAWEE",46,3187.05,133,3509390.8,1101,430,20243538.35,6352,488,1533456.48,481,738,25298830.31,7938,729,12916667.21,4053,447,2860110.27,897,495,99250.87,0,0,15876028.35,4981,484,15094416.79,4736,445,1269297.67,398,542,3280407.53,1029,555,0,0,0,2509841.59,788,587,1016947.8,319,449,8076494.59,2534,694,4521801.99,1419,559,23952522.94,7516,680,25096019.29,7874,713,8408798.66,62463,116,2.39212628361837e-315,151918,199,6.16961436740535e-316,39182,398,134.62,24,621,"H",0,0,2009,"200946140"
47010,"BRIGHTON AREA SCHOOLS","LIVINGSTON",47,6862.24,43,13128550.89,1913,233,37829346.5,5513,642,3119519.87,455,748,55153998.52,8037,697,29339319.48,4291,315,8589160.22,1256,224,260972.73,10315,23,38189452.43,5565,235,36293736.79,5289,194,3643407.84,531,411,5641319.23,822,744,59188.1,9,18,6732644.06,981,324,2165809.19,316,457,18183180.32,2650,652,13266107.92,1933,367,56372632.75,8215,454,57730432.93,8413,544,18758378.45,66514,66,8.01397854270535e-315,236373,59,3.00935866101842e-315,88761,178,282.02,24,621,"D",11.8,13.5,2009,"200947010"
47030,"FOWLERVILLE COMMUNITY SCHOOLS","LIVINGSTON",47,3105.1,138,3681454.91,1186,397,19836366.29,6388,475,1698448.74,547,677,25453311.94,8197,627,12471586.08,4016,469,3273986.21,1054,360,0,0,0,15745572.29,5071,449,15075601.1,4855,392,1652278.74,532,409,2738594.25,882,703,0,0,0,2582628.68,832,525,1333102.04,429,269,8306603.71,2675,639,5928093.19,1909,379,24052176,7746,621,25449795.7,8196,618,7526367.17,58786,197,2.17149764302612e-315,141546,233,6.10881672410384e-316,39820,394,128.03,24,621,"H",0,0,2009,"200947030"
47060,"HARTLAND CONSOLIDATED SCHOOLS","LIVINGSTON",47,5611.51,60,7705611.16,1373,356,37193085.56,6628,378,2736393.86,488,732,47979581.58,8550,478,23053185.55,4108,425,5112909.78,911,484,0,0,0,28166095.33,5019,475,26916190.25,4797,419,2266429.59,404,537,5243890.24,934,656,0,0,0,5258633.12,937,374,2340576.03,417,293,15109528.98,2693,631,9321324.85,1661,502,43275624.31,7712,630,47113853.33,8396,550,15513697.84,64239,93,4.80422616404181e-315,173284,141,1.11501943932088e-315,40218,389,241.5,23,532,"D",0,0,2009,"200947060"
47070,"HOWELL PUBLIC SCHOOLS","LIVINGSTON",47,8405.28,33,16939837.08,2015,217,45858615.29,5456,647,4010439.28,477,740,67007671.65,7972,721,33910165.35,4034,459,8879279.78,1056,358,1417.99,0,0,42790863.12,5091,441,40822001.01,4857,390,4077772.76,485,456,7256182.96,863,723,0,0,0,5682536.82,676,700,3064878.24,365,374,20081370.78,2389,740,12785211.98,1521,536,62872233.9,7480,685,64730671.2,7701,743,21763292.64,62827,111,7.88913888510709e-315,189973,106,3.63318445809733e-315,87488,182,346.4,24,621,"D",0,0,2009,"200947070"
47080,"PINCKNEY COMMUNITY SCHOOLS","LIVINGSTON",47,4590.41,80,4549929.15,991,458,29253638.28,6373,481,2153390.29,469,744,36073204.39,7858,742,19852947.99,4325,291,4471461.42,974,425,0,0,0,24324409.41,5299,356,23142748.25,5042,303,2073809.26,452,486,3988175.95,869,713,0,0,0,3574698.51,779,598,1676895.57,365,374,11313579.29,2465,724,6714431.94,1463,547,35637988.7,7764,611,36035774.81,7850,719,12978635.98,66363,69,4.79768793643626e-315,211542,80,1.01381816974361e-315,44702,367,195.57,23,532,"E",0,0,2009,"200947080"
48040,"TAHQUAMENON AREA SCHOOLS","LUCE",48,927.8,412,3142393.45,3387,102,4433783,4779,688,1067283.41,1150,176,8658459.86,9332,247,4003088.58,4315,298,1717613.27,1851,45,0,0,0,5720701.85,6166,108,5490837.29,5918,77,467520.54,504,435,1041008.3,1122,457,0,0,0,721081.45,777,600,609960.89,657,51,2839571.18,3061,460,1977128.84,2131,245,8560273.03,9226,192,8667991.36,9343,253,2271143.33,85381,3,5.15642233693603e-316,112489,363,7.7858239928156e-316,169850,80,26.6,35,761,"M",0,0,2009,"200948040"
49010,"ST. IGNACE AREA SCHOOLS","MACKINAC",49,678.26,488,1659743.57,2447,168,3774623.27,5565,638,925434.45,1364,125,6399520.27,9435,219,3070980.55,4528,192,736990.3,1087,330,7325.63,0,0,3815296.48,5625,219,3548858.94,5232,215,450402.66,664,306,704491.39,1039,545,0,0,0,669938.9,988,315,316536.34,467,210,2141369.29,3157,406,1363394.69,2010,325,5956665.77,8782,269,6167940.22,9094,309,1762629.73,50914,432,2.87003415479771e-316,85646,479,3.7381039866747e-316,111550,138,34.62,20,227,"M",0,0,2009,"200949010"
49020,"BOIS BLANC PINES SCHOOL DISTRICT","MACKINAC",49,2,775,97275.96,48638,2,305.04,153,773,12970.72,6485,6,110569.09,55285,2,46549.3,23275,1,13411.55,6706,3,0,0,0,59960.85,29980,1,46149,23075,1,2397.94,1199,80,9711.24,4856,4,0,0,0,14122.38,7061,1,798.78,399,325,27030.34,13515,4,0,0,0,86991.19,43496,1,86991.19,43496,2,28594.5,28595,594,1.53901102833596e-317,1557497,3,1.15220125363879e-316,11660407,1,1,2,1,"N",0,0,2009,"200949020"
49040,"LES CHENEAUX COMMUNITY SCHOOLS","MACKINAC",49,310.56,621,2494442.84,8032,32,287907.9,927,758,427801.19,1378,121,3226627.01,10390,115,1469840.31,4733,130,492288.66,1585,93,0,0,0,1962128.97,6318,89,1789978.24,5764,103,84118.76,271,646,608031.85,1958,158,0,0,0,461958.92,1488,132,208291.9,671,48,1362401.43,4387,155,925857.55,2981,66,3324530.4,10705,73,3407655.73,10973,90,848481.87,42424,541,3.20529568914916e-316,208900,84,6.34870901387137e-316,413766,31,20,16,73,"N",0,0,2009,"200949040"
49055,"ENGADINE CONSOLIDATED SCHOOLS","MACKINAC",49,296.71,631,1895245.78,6388,50,447263.5,1507,749,271226.45,914,268,2624251.31,8844,370,1198632.29,4040,457,574658.48,1937,37,0,0,0,1773290.77,5977,137,1652632.75,5570,139,117860.04,397,545,375107.94,1264,345,0,0,0,275220.94,928,390,208879.09,704,39,977068.01,3293,349,628111.48,2117,253,2750358.78,9270,188,2809788.71,9470,229,661053.8,41497,554,1.96352033391935e-316,133943,265,5.04911508296478e-316,344428,38,15.93,19,173,"N",0,0,2009,"200949055"
49070,"MORAN TOWNSHIP SCHOOL DISTRICT","MACKINAC",49,77.81,739,989697.2,12719,13,48207.78,620,764,86460.63,1111,187,1135365.61,14592,28,509962.85,6554,29,109044.17,1401,150,0,0,0,619007.02,7955,27,543018.64,6979,32,13048.23,168,703,121063.51,1556,242,0,0,0,78013.3,1003,304,75556,971,17,287681.04,3697,240,91889.02,1181,575,906688.06,11653,55,981371.68,12612,47,297767.3,42538,538,1.28386604276314e-316,333964,22,2.81891886417745e-316,733268,15,7,11,23,"N",0,0,2009,"200949070"
49110,"MACKINAC ISLAND PUBLIC SCHOOLS","MACKINAC",49,78,738,1165545.86,14943,12,146955.41,1884,744,28050,360,762,1340551.27,17187,17,796447.25,10211,11,98424.38,1262,219,0,0,0,894871.63,11473,13,821763.38,10535,11,14946.56,192,688,270753.83,3471,21,0,0,0,189502.31,2430,30,23566.23,302,471,498768.93,6394,25,281362.1,3607,24,1393640.56,17867,14,1533459.47,19660,12,475458.5,57078,244,1.21072204481801e-316,314170,29,7.84966937886661e-316,2036911,4,8.33,9,15,"N",0,0,2009,"200949110"
50010,"CENTER LINE PUBLIC SCHOOLS","MACOMB",50,2820.68,165,9149024.09,3244,112,19075219.47,6763,339,2486088.41,881,300,30710331.97,10888,88,16187250.52,5739,44,3189041.2,1131,298,0,0,0,19376291.72,6869,55,18569479.84,6583,43,3407074.16,1208,78,3810186.87,1351,314,0,0,0,4088265.13,1449,137,890912.44,316,457,12196438.6,4324,167,9698595.63,3438,30,31572730.32,11193,65,32528180.6,11532,71,10246066.24,77740,6,1.50638217716417e-315,108093,391,1.29760584039167e-315,93112,168,131.8,21,327,"I",0,0,2009,"200950010"
50020,"EAST DETROIT PUBLIC SCHOOLS","MACOMB",50,4888.98,74,6951599.55,1422,340,34499658.19,7057,244,4871836.26,996,234,47588838,9734,169,23261023.54,4824,113,6106065.4,1266,215,228502.49,3429,51,29595591.43,6054,122,28986728.07,5929,73,6189108.1,1266,71,5936135.27,1214,383,0,0,0,7126748.08,1458,136,785316.7,161,565,20037308.15,4098,192,16348041.58,3344,35,49632899.58,10152,102,53283757,10899,94,14920591.83,68503,50,2.94239610611336e-315,121814,322,1.25877250789874e-315,52113,315,217.81,22,421,"E",30.94,35.69,2009,"200950020"
50030,"ROSEVILLE COMMUNITY SCHOOLS","MACOMB",50,6079,50,11642817.09,1915,231,39795785.29,6546,412,5557867.49,914,268,57323329.24,9430,223,29032713.23,4776,121,8182030.2,1346,171,14222.33,0,0,37228965.76,6124,113,35954598.98,5915,78,6895062.48,1134,96,7927196.02,1304,333,0,0,0,7266221.79,1195,211,1456780.64,240,530,23545260.93,3873,218,18901801.34,3109,47,60774226.69,9997,115,61553605.39,10126,144,19474754.9,74937,16,3.39707057488162e-315,113107,359,2.32605207356649e-315,77447,215,259.88,23,532,"D",0,0,2009,"200950030"
50040,"ANCHOR BAY SCHOOL DISTRICT","MACOMB",50,6671.11,44,7934618.43,1189,396,42448353.46,6363,485,4553639.64,683,508,54936611.53,8235,614,29307211.27,4425,238,7092743.95,1071,342,86145.11,1797,92,36486100.33,5469,267,35399894.92,5306,190,3780952.67,567,372,5699959.55,854,731,0,0,0,6576329.88,986,319,2404907.1,360,389,18462149.2,2767,596,13599646.98,2039,301,54948249.53,8237,443,56295132.59,8439,530,19160289.38,68897,47,5.17834808592095e-315,157112,183,1.28196271909107e-315,38895,400,278.1,24,621,"D",21.23,26.72,2009,"200950040"
50050,"ARMADA AREA SCHOOLS","MACOMB",50,1978.24,223,2216425.05,1120,423,12793920.72,6467,439,1795099.08,907,276,16805444.85,8495,504,8508931.73,4301,308,1303904.61,659,658,0,0,0,9812836.34,4960,494,9384473.98,4744,440,1522981.59,770,236,2686115.29,1358,311,0,0,0,1836864.61,929,387,730910.63,369,371,6776872.12,3426,303,4895828.89,2475,131,16589708.46,8386,390,17093640.91,8641,457,5502495.15,64576,88,1.57477045730344e-315,161122,171,3.53971494038759e-316,36216,422,85.21,23,532,"K",0,0,2009,"200950050"
50070,"CLINTONDALE COMMUNITY SCHOOLS","MACOMB",50,4003.94,93,3291241.2,822,510,25874981.2,6462,442,2635865.67,658,544,32266331.17,8059,687,16100950.06,4414,244,3967548.42,1088,329,605076.77,1697,97,20673575.25,5163,420,14325104.87,3578,587,2853361.04,713,276,3902357.44,975,609,31223,8,19,3626502.01,906,418,671710.91,168,561,11053931.4,2761,599,8551282.55,2136,241,31727506.65,7924,559,32780987.47,8187,623,6830665.79,67231,58,1.22693026358235e-315,62022,520,6.67447534760822e-316,33740,445,101.6,36,762,"F",320.49,36.09,2009,"200950070"
50080,"CHIPPEWA VALLEY SCHOOLS","MACOMB",50,15735.62,10,22821081.94,1450,332,97254366.94,6181,538,9686814.23,616,599,130124362.42,8269,594,67791935.88,4330,289,12612206.75,806,554,261016.82,3220,57,80665159.45,5126,429,77521432.43,4926,366,15548779.25,988,134,14762427.4,938,650,0,0,0,11727477.68,745,638,4209067.13,267,515,46247751.46,2939,512,36583328.46,2325,174,126912910.91,8065,501,129847717.34,8252,600,44997475.6,75907,10,1.47605221541874e-314,189860,107,3.78639295006465e-315,48703,343,592.8,26,715,"C",36.4,44.65,2009,"200950080"
