"DCODE","DISTNAME","DISTCOUNTY","CC","AVG.FTE","RNK.FTE","LOCREV","AVG.LOCREV","RNK.LOCREV","STREV","AVG.STREV","RNK.STREV","FEDREV","AVG.FEDREV","RNK.FEDREV","TOTREV","AVG.TOTREV","RNK.TOTREV","BASINS","AVG.BASINS","RNK.BASINS","ADDINS","AVG.ADDINS","RNK.ADDINS","AEINS","AVG.AEINS","RNK.AEINS","ITOT","AVG.ITOT","RNK.ITOT","ISAL","AVG.ISAL","RNK.ISAL","ISSUP","AVG.ISSUP","RNK.ISSUP","ADM","AVG.ADM","RNK.ADM","FACACQ","AVG.FACACQ","RNK.FACACQ","OPNMNT","AVG.OPNMNT","RNK.OPNMNT","TRANS","AVG.TRANS","RNK.TRANS","SSTOT","AVG.SSTOT","RNK.SSTOT","SSSAL","AVG.SSSAL","RNK.SSSAL","COE","AVG.COE","RNK.COE","TOTEXP","AVG.TOTEXP","RNK.TOTEXP","T.SAL","AVG.T.SAL","RNK.T.SAL","HSEV","AVG.HSEV","RNK.HSEV","NHSEV","AVG.NHSEV","RNK.NHSEV","P.TCHR","AVG.P.TCHR","RNK.P.TCH","GROUP","AEPUPILS.A","AEPUPILS.S","YEAR","id"
41020,"GODWIN HEIGHTS PUBLIC SCHOOLS","KENT",41,2541.18,185,7745183.94,3048,93,13106734.01,5158,657,1265497.57,498,266,22179621.2,8728,192,11078881.15,4736,67,2475547.63,1058,219,1095742.39,5426,56,14650171.17,5765,73,14067540.05,5536,61,1786300.91,703,225,2203806.87,867,620,0,0,0,2344721.92,923,295,316959.04,125,546,6651788.74,2618,518,4852706.55,1910,345,21301959.91,8383,163,23210445.25,9134,148,6724919.87,61415,44,6.68600515995896e-316,53253,514,1.73446034944572e-315,138148,83,109.5,21,339,"I",112.83,89.11,2005,"200541020"
41025,"NORTHVIEW PUBLIC SCHOOL DISTRICT","KENT",41,3354.42,131,6551387.48,1953,191,20015404.38,5967,542,932777.35,278,502,27781320.21,8282,283,12807287.78,3848,329,3432699.7,1031,241,46103.56,1773,123,16286091.04,4855,286,15944778.05,4753,223,1608230.17,479,441,3268513.72,974,489,0,0,0,2863890.56,854,361,676655.08,202,512,8417289.53,2509,579,6168679.02,1839,390,24703380.57,7364,448,27402200.86,8169,338,8423033.11,57339,87,1.65778779888653e-315,100029,284,8.13645200629057e-316,49095,297,146.9,23,546,"H",10.66,15.34,2005,"200541025"
41026,"WYOMING PUBLIC SCHOOLS","KENT",41,5902.51,58,11939986.48,2023,179,33655402.33,5702,586,2971030.11,503,263,48713608.7,8253,290,23076450.06,4055,212,6046841.29,1063,218,376851.49,1779,122,29500142.84,4998,230,28345355.79,4802,206,4254567.53,721,214,4924817.58,834,647,0,0,0,3820640.82,647,663,1294645.81,219,503,14294671.74,2422,632,10831020.35,1835,395,43794814.58,7420,421,48516482.96,8220,325,13850248.17,54615,159,2.30266654834305e-315,78960,412,2.03795473745895e-315,69883,221,253.6,22,443,"D",157.1,54.78,2005,"200541026"
41040,"BYRON CENTER PUBLIC SCHOOLS","KENT",41,3024.23,150,6603376.36,2183,161,17837456.17,5898,556,615220.89,203,608,25476407.15,8424,242,12162529.1,4022,228,2481157.02,820,414,0,0,0,14643686.12,4842,294,13980100.03,4623,282,1259670.42,417,504,2978249.57,985,480,0,0,0,3228622.38,1068,201,1058879.4,350,335,8525421.77,2819,415,6063247.58,2005,281,23169107.89,7661,330,26255984.68,8682,216,7693594.73,53801,184,2.19083899884618e-315,146626,111,1.23747679142539e-315,82820,175,143,21,339,"H",0,0,2005,"200541040"
41050,"CALEDONIA COMMUNITY SCHOOLS","KENT",41,3533.08,116,11074139.23,3134,90,18558877.86,5253,644,781977,221,580,30660614.09,8678,202,15168905.04,4293,136,3989941.17,1129,182,0,0,0,19158846.21,5423,112,17812274.64,5042,134,1071876.4,303,603,4019258.23,1138,341,0,0,0,3786105.21,1072,200,1924322.07,545,52,10801561.91,3057,310,7404521.39,2096,227,29960408.12,8480,147,30937582.56,8757,203,9602819.74,56454,108,2.59154041236681e-315,148464,108,2.52777047013992e-315,144810,79,170.1,21,339,"G",0,0,2005,"200541050"
41070,"CEDAR SPRINGS PUBLIC SCHOOLS","KENT",41,3456.23,123,3504639.48,1014,401,22938485.49,6637,275,1116501.26,323,434,28269244.84,8179,306,12241985.39,3542,503,3252644.84,941,314,0,0,0,15494630.23,4483,481,15115404.83,4373,414,2097625.89,607,310,3015979.6,873,612,0,0,0,2149308.52,622,687,1035982.02,300,424,8298896.03,2401,645,5878726.26,1701,471,23793526.26,6884,637,27107240.69,7843,456,7429181.35,52296,243,1.6136530432006e-315,94498,315,4.82929692742059e-316,28281,453,142.06,24,627,"H",0,0,2005,"200541070"
41080,"COMSTOCK PARK PUBLIC SCHOOLS","KENT",41,2405.98,196,3758007.65,1562,255,14275331.35,5933,551,790311.41,328,425,18823650.41,7824,437,8398034.07,3490,531,2153221.75,895,349,0,0,0,10551255.82,4385,516,10160989.78,4223,475,1293205.55,537,385,2186765.8,909,568,0,0,0,1670073,694,612,800147.41,333,372,5950191.76,2473,602,4120763.15,1713,465,16501447.58,6859,649,18094467.07,7521,584,5191824.74,46815,420,1.00642451193819e-315,84665,374,6.21634452897939e-316,52295,281,110.9,22,443,"J",0,0,2005,"200541080"
41090,"EAST GRAND RAPIDS PUBLIC SCHOOLS","KENT",41,2896.33,161,3947316.25,1363,302,20504254.84,7079,142,590442.52,204,606,25258156.2,8721,193,12487623.64,4312,132,1870932.25,646,549,0,0,0,14358555.89,4957,247,13796090.24,4763,218,2321340.76,801,172,3119626.61,1077,388,0,0,0,2819441.32,973,247,144405.35,50,572,8404814.04,2902,373,6056161.63,2091,230,22763369.93,7859,282,24424886.54,8433,268,8088305.74,59255,58,2.07018758513429e-315,144670,115,2.11152614665364e-316,14756,536,136.5,21,339,"I",0,0,2005,"200541090"
41110,"FOREST HILLS PUBLIC SCHOOLS","KENT",41,9466.06,29,25976534.9,2744,112,58144336.03,6142,475,1959689.14,207,601,86460210.61,9134,140,45032305.62,4757,62,8237335.82,870,370,0,0,0,53269641.44,5627,85,51659240.32,5457,67,6324411.21,668,253,9015510.1,952,511,0,0,0,9134253.69,965,254,3854574.51,407,212,28328749.51,2993,335,22165702.77,2342,138,81598390.95,8620,130,89240250.49,9427,125,28280611.74,57621,80,8.09602505023502e-315,173108,70,4.34823582059505e-315,92973,153,490.8,19,188,"D",0,0,2005,"200541110"
41120,"GODFREY LEE PUBLIC SCHOOL DISTRICT","KENT",41,1646.13,279,1972698.44,1198,346,11111982.8,6750,236,740464.56,450,298,13987721.95,8497,232,6589719.1,4106,192,1861395.35,1160,166,156490.76,3790,75,8607605.21,5229,163,8192010.77,4977,157,955978.6,581,330,1547641.04,940,525,0,0,0,1342950.1,816,423,112315.35,68,563,3958885.09,2405,642,2955500.9,1795,419,12566490.3,7634,338,13746539.27,8351,291,3960782.09,51512,264,3.40593856409948e-316,41878,531,2.39455150365411e-316,29443,444,76.89,21,339,"K",19.34,21.95,2005,"200541120"
41130,"GRANDVILLE PUBLIC SCHOOLS","KENT",41,6195.12,52,13419419.82,2166,162,33727776.48,5444,623,1461535.93,236,557,48714783.8,7863,420,24199159.75,3906,289,3940222.16,636,554,0,0,0,28139381.91,4542,450,27214981.6,4393,403,3094638.32,500,421,4818402.03,778,705,24521,4,21,4464287.11,721,571,1568595.83,253,483,13945923.29,2251,704,11050423.29,1784,428,42085305.2,6793,666,47328500.4,7640,534,15706979.04,58174,70,3.55065124155929e-315,116004,198,2.33085132349641e-315,76152,194,270,23,546,"D",0,0,2005,"200541130"
41140,"KELLOGGSVILLE PUBLIC SCHOOLS","KENT",41,2124.63,222,5372061.9,2528,129,11413528.59,5372,629,707215.13,333,415,17508773.06,8241,294,8554586.03,4026,227,1753058.44,825,411,0,0,0,10307644.47,4852,289,10027598.92,4720,239,1371134.59,645,275,2160000.38,1017,441,0,0,0,1444108.35,680,626,224095.55,105,552,5199338.87,2447,616,4066154.97,1914,343,15506983.34,7299,479,17118613.76,8057,381,5509710.84,55513,137,6.7914574444629e-316,64699,480,1.07910490338455e-315,102801,134,99.25,21,339,"J",0,0,2005,"200541140"
41145,"KENOWA HILLS PUBLIC SCHOOLS","KENT",41,3666.47,109,13025433.34,3553,74,16399469.61,4473,697,984654.96,269,512,30409557.91,8294,280,13700245.03,3744,386,3051732.73,834,401,16696.63,2441,108,16768674.39,4574,432,16189873.77,4416,389,1828735.02,499,422,3618876.72,987,479,0,0,0,2928823.13,799,444,1262527.42,344,344,9638962.29,2629,509,6981789.16,1904,347,26407636.68,7202,532,29677041.83,8094,369,8410141.07,52367,240,1.88602492690832e-315,104115,260,2.73656705866324e-315,151068,75,160.6,23,546,"G",6.84,0,2005,"200541145"
41150,"KENT CITY COMMUNITY SCHOOLS","KENT",41,1407.74,318,1223989.18,869,449,9283219.05,6594,290,648266.38,461,291,11256147.93,7996,371,5723257.68,4066,207,1242269.82,882,359,0,0,0,6965527.5,4948,251,6823414.63,4847,191,528507.61,375,549,1105610.28,785,697,0,0,0,1143197.95,812,426,662116.61,470,121,3439432.45,2443,621,2584206.98,1836,393,10404959.95,7391,435,11487105.69,8160,343,3588285.14,55546,134,6.13988959951521e-316,88278,353,1.37621827548073e-316,19787,516,64.6,22,443,"L",0,0,2005,"200541150"
41160,"KENTWOOD PUBLIC SCHOOLS","KENT",41,9223.61,30,26106085.05,2830,106,47022050.83,5098,661,3492074,379,370,76966609.55,8345,260,34637794.05,3772,369,9100427.16,991,271,1956292.67,49178,3,45694513.88,4954,250,43701021.6,4738,228,7806096.19,846,155,6977594.91,756,715,0,0,0,6926041.47,751,503,1382292.27,150,538,23092024.84,2504,583,18245275.95,1978,301,68786538.72,7458,409,73983439.5,8021,399,21568387.68,54812,149,4.15703339884512e-315,91222,334,5.5789606960824e-315,122424,105,393.5,23,546,"D",19.76,20.02,2005,"200541160"
41170,"LOWELL AREA SCHOOL DISTRICT","KENT",41,3903.77,103,5526430.96,1416,286,23825597.91,6103,489,1006125.23,258,527,30773355.39,7883,404,14971836.21,3841,333,3251275.94,834,401,15897.43,2531,102,18239009.58,4672,380,17442420.5,4468,362,1961522.51,502,417,3608168.82,924,547,0,0,0,2910494.7,746,513,1482564.01,380,263,9962750.04,2552,551,7206296.97,1846,383,28201759.62,7224,520,31851837.43,8159,344,9576684.05,54197,175,2.14604581175535e-315,111268,222,7.74611351593768e-316,40162,358,176.7,22,443,"G",3.2,3.08,2005,"200541170"
41210,"ROCKFORD PUBLIC SCHOOLS","KENT",41,7804.32,38,12795706.66,1640,246,48055849.75,6158,472,1501595.21,192,618,62358602.62,7990,375,28925687.55,3709,414,5292264.92,679,520,43661.31,6997,43,34261613.78,4390,512,33530779.98,4296,447,3529729.64,452,473,7127516.58,913,559,0,0,0,6140219.35,787,460,2597160.36,333,372,19394625.93,2485,595,14353238.86,1839,390,53656239.71,6875,640,60485404.32,7750,496,18909356.83,56028,123,4.85869475231025e-315,126009,172,1.30030482220177e-315,33723,400,337.5,23,546,"D",4.42,1.82,2005,"200541210"
41240,"SPARTA AREA SCHOOLS","KENT",41,3072.28,149,4007678.28,1304,319,18524371.31,6030,522,1168210.78,380,369,23778682.91,7740,472,11310031.69,3893,298,3341208.82,1150,168,293812.51,1758,124,14945053.02,4864,278,14623570.39,4760,219,1341394.02,437,493,2474716.75,805,676,0,0,0,1773199.25,577,713,1034357.53,337,361,6623667.55,2156,724,5209594.97,1696,472,21568720.57,7020,590,23737488.29,7726,506,7185832.37,58044,73,1.34331020804984e-315,88497,351,4.97567044607415e-316,32780,410,123.8,23,546,"H",159.12,8.04,2005,"200541240"
41901,"NEW BRANCHES SCHOOL","KENT",41,130,701,75287.25,579,542,924878.19,7114,133,43181,332,419,1043346.44,8026,361,473973.5,3646,448,94514.31,727,482,0,0,0,568487.81,4373,517,512027.04,3939,547,11938.83,92,709,260056.64,2000,102,0,0,0,188331.29,1449,113,427.07,3,644,460753.83,3544,205,211726.37,1629,503,1029241.64,7917,268,1075128.84,8270,312,256937.74,38637,551,0,0,0,0,0,0,6.65,20,251,"N",0,0,2005,"200541901"
41902,"HORIZONS COMMUNITY HIGH SCHOOL","KENT",41,203.22,659,63854,314,611,1427133.68,7023,158,74651.82,367,379,1591458.5,7831,432,896079.36,4409,107,105796.42,521,627,0,0,0,1001875.78,4930,254,959849.34,4723,236,390996.08,1924,12,4649,23,759,0,0,0,177032.74,871,349,7022.07,35,586,579699.89,2853,398,403233.47,1984,296,1581575.67,7783,294,1642388.72,8082,371,569407.12,53216,208,0,0,0,0,0,0,10.7,19,188,"N",0,0,2005,"200541902"
41913,"GATEWAY MIDDLE  HIGH SCHOOL","KENT",41,153.93,690,74991.12,487,563,1088971.23,7074,147,83379,542,249,1247341.35,8103,330,396506.58,2576,710,85395.91,555,600,0,0,0,481902.49,3131,712,442138.97,2872,596,120446.79,782,177,447152.37,2905,25,0,0,0,190892.04,1240,157,4028.93,26,596,762520.13,4954,52,358621.06,2330,142,1244422.62,8084,225,1252260.46,8135,351,283214.92,27793,594,0,0,0,0,0,0,10.19,15,57,"N",0,0,2005,"200541913"
41918,"CREATIVE TECHNOLOGIES ACADEMY","KENT",41,277.89,625,146775.6,528,555,1813813.71,6527,314,39624,143,667,2673796.39,9622,111,670823.04,2414,730,84264.37,303,687,0,0,0,755087.41,2717,748,618895.25,2227,602,109705.47,395,526,468207.62,1685,166,33992.65,122,2,267725.08,963,257,0,0,0,845638.17,3043,315,481958.7,1734,451,1600725.58,5760,744,2599869.38,9356,132,497792.84,30938,588,0,0,0,0,0,0,16.09,17,100,"N",0,0,2005,"200541918"
41921,"GRAND RAPIDS CHILD DISCOVERY CENTER","KENT",41,204.5,658,41169.25,201,634,1453909,7110,134,112004.93,548,246,1627083.18,7956,383,927807.51,4537,91,37248.32,182,710,0,0,0,965055.83,4719,356,821108.85,4015,537,70186.03,343,574,249925.28,1222,296,0,0,0,190525.12,932,286,0,0,0,510636.43,2497,591,225479.12,1103,574,1475692.26,7216,527,1578023.75,7716,508,433777.87,39796,532,0,0,0,0,0,0,10.9,19,188,"N",0,0,2005,"200541921"
42030,"GRANT TOWNSHIP SCHOOLS","KEWEENAW",42,2.84,759,76193.66,26829,2,655.25,231,756,879,310,457,77727.91,27369,2,55350.19,19490,2,0,0,0,0,0,0,55350.19,19490,2,48121.35,16944,2,0,0,0,12036.47,4238,2,0,0,0,8263.63,2910,11,28898.44,10176,1,49198.54,17323,1,22215.83,7822,1,104548.73,36813,1,104548.73,36813,2,29281.03,29281,591,5.10385078782464e-317,3637433,1,1.09368915801494e-316,7794548,2,1,3,2,"N",0,0,2005,"200542030"
43040,"BALDWIN COMMUNITY SCHOOLS","LAKE",43,754.48,455,4552279.23,6034,30,6047468.54,8015,14,1559475,2067,19,12159222.77,16116,21,2146133.18,2883,663,1915830.47,2573,7,65892.04,6589,46,4127855.69,5471,106,3885600.78,5150,109,563104.79,746,198,1099293.22,1457,222,0,0,0,765689.08,1015,227,468102.97,620,33,2896190.06,3839,162,1540999.96,2042,261,7024045.75,9310,90,12258591.91,16248,18,1314928.13,41520,508,3.84199462848526e-316,103068,266,1.17642003539592e-315,315595,27,31.67,24,627,"M",5,5,2005,"200543040"
44010,"LAPEER COMMUNITY SCHOOLS","LAPEER",44,7397.47,41,6485435.75,877,443,45362728.73,6132,479,1605262.93,217,589,53475566.04,7229,716,26111006.2,3544,500,6419856.37,871,367,0,0,0,32530862.57,4398,509,31727954.24,4289,450,4576237.78,619,298,5763534.9,779,703,0,0,0,4290570.34,580,707,2908945.19,393,234,17539288.21,2371,658,13899326.33,1879,365,50070150.78,6769,671,52705775.51,7125,712,17316413.87,56314,113,4.55301346670687e-315,124575,175,1.55694588795676e-315,42600,339,307.5,24,627,"D",11.27,17.6,2005,"200544010"
44020,"ALMONT COMMUNITY SCHOOLS","LAPEER",44,1860.97,255,1076698.96,579,542,11649704.64,6260,435,281562.77,151,661,13041527.06,7008,751,6984173.1,3753,381,997865.44,536,614,0,0,0,7982038.54,4289,555,7621277.25,4095,524,1199435.73,645,275,1298968.93,698,739,0,0,0,1076883.1,579,708,716546.46,385,254,4291834.22,2306,683,3112035.71,1672,481,12273872.76,6595,696,12748044.8,6850,743,4354079.7,54906,148,1.17063995646457e-315,127321,163,2.45000607402867e-316,26647,466,79.3,23,546,"K",0,0,2005,"200544020"
44050,"DRYDEN COMMUNITY SCHOOLS","LAPEER",44,786.86,442,575944.26,732,491,4930407.25,6266,431,103201.64,131,682,5684013.44,7224,720,2936195.5,3732,394,389304.91,495,640,0,0,0,3325500.41,4226,570,3221476.79,4094,525,257077.5,327,584,765472.38,973,492,0,0,0,582290.93,740,529,285779.63,363,304,1890620.44,2403,644,1292010.67,1642,497,5216120.85,6629,694,5578928.08,7090,720,1892619.36,55665,131,7.70558214898919e-316,198209,51,1.2759502217986e-316,32821,408,34,23,546,"M",0,0,2005,"200544050"
44060,"IMLAY CITY COMMUNITY SCHOOLS","LAPEER",44,2380.84,198,2335238.89,981,412,14727483.09,6186,462,716151.6,301,470,17902639.71,7519,571,8677656.75,3656,443,1443854.52,608,571,22489.19,3172,85,10144000.46,4261,563,9800646.49,4116,515,1666363.83,700,226,2179743.36,916,555,0,0,0,1704313.81,716,576,1162818.08,488,95,6713239.08,2820,413,5030885.5,2113,220,16857239.54,7080,567,18056784.91,7584,561,5545498.2,51347,270,1.14432679090947e-315,97283,298,5.19851307387592e-316,44194,325,108,22,443,"J",3.06,4.03,2005,"200544060"
44090,"NORTH BRANCH AREA SCHOOLS","LAPEER",44,2680.36,176,1107272.04,413,588,17731756.75,6615,278,563167.8,210,596,19520310.93,7283,696,10187955.1,3801,355,2157557.88,805,429,0,0,0,12345512.98,4606,420,11853609.66,4422,384,1346062.08,502,417,1841878.79,687,741,0,0,0,1735413.91,647,663,1298713.28,485,97,6222068.06,2321,679,4627820.23,1727,459,18567581.04,6927,627,19462663.92,7261,687,6410003.9,54786,151,1.10466012283236e-315,83416,386,2.75702306116492e-316,20819,510,117,23,546,"I",0,0,2005,"200544090"
45010,"GLEN LAKE COMMUNITY SCHOOL DISTRICT","LEELANAU",45,887.92,422,5201538.03,5858,31,1519560.88,1711,745,149407.96,168,647,6902847.19,7774,456,3747558.2,4221,157,634900.24,715,493,0,0,0,4382458.44,4936,253,4197305.35,4727,233,309409.5,348,564,870775.87,981,484,0,0,0,640207.75,721,571,342697.89,386,253,2163091.01,2436,625,1655468.34,1864,373,6545549.45,7372,443,7191419.95,8099,366,2187680.47,52919,222,9.97995539571911e-316,227494,30,1.56678961235925e-315,357151,22,41.34,21,339,"M",0,0,2005,"200545010"
45020,"LELAND PUBLIC SCHOOL DISTRICT","LEELANAU",45,499.5,531,2706904.12,5419,39,1610185.01,3224,727,104612,209,598,4435034.46,8879,167,2278648.99,4562,87,405128.76,811,425,0,0,0,2683777.75,5373,130,2505583.94,5016,139,234927.64,470,454,586698.32,1175,322,0,0,0,402748.75,806,435,161724.95,324,391,1386099.66,2775,440,949530.48,1901,350,4069877.41,8148,208,4487052.62,8983,168,1392043.65,50291,306,7.24642204340036e-316,293632,13,1.10501884413518e-315,447764,18,27.68,18,134,"N",0,0,2005,"200545020"
45040,"NORTHPORT PUBLIC SCHOOL DISTRICT","LEELANAU",45,169,678,2519066.35,14906,9,286278.93,1694,747,279042.32,1651,39,3087494.6,18269,12,1124042.85,6651,15,342550.68,2027,16,0,0,0,1466593.53,8678,11,1441271.15,8528,9,142742.38,845,156,530202.62,3137,15,0,0,0,309417.79,1831,53,211927.74,1254,8,1194290.53,7067,15,874383.88,5174,2,2660884.06,15745,13,2928091.46,17326,13,739178.27,52798,226,5.40007555321284e-316,646738,6,8.23617955215614e-316,986403,5,14,12,22,"N",0,0,2005,"200545040"
45050,"SUTTONS BAY PUBLIC SCHOOL DISTRICT","LEELANAU",45,1002.6,402,2338867.06,2333,146,5280153.25,5266,643,993508.45,991,116,8762524.34,8740,188,3798244.38,3802,353,973667.34,975,287,3152.18,854,152,4775063.9,4763,334,4601146.44,4589,305,678321.93,677,246,1083323.72,1081,383,0,0,0,753965.14,752,501,422243.8,421,183,2937854.59,2930,358,2232375.69,2227,172,7712918.49,7693,320,8424078.67,8402,278,2349137.59,49372,337,9.64224314754459e-316,194655,55,5.0005481335392e-316,100950,140,47.58,21,339,"L",2.15,1.54,2005,"200545050"
46010,"ADRIAN CITY SCHOOL DISTRICT","LENAWEE",46,3938.57,102,5337764.75,1355,306,23222473,5896,557,4115134.54,1045,111,32839193.34,8338,265,15963351.11,4160,178,5040363.16,1313,108,139082.25,1378,136,21142796.52,5368,131,20465115.62,5196,97,3552611.37,902,127,4216820.78,1071,393,0,0,0,3826734.67,972,249,1222304.92,310,410,12818471.74,3255,263,10283447.05,2611,92,33961268.26,8623,129,34992553.92,8885,182,9873664.15,56942,98,2.01680681578289e-315,103643,262,1.15884441584687e-315,59553,253,173.4,22,443,"G",53.77,47.17,2005,"200546010"
46020,"ADDISON COMMUNITY SCHOOLS","LENAWEE",46,1172,366,2665975.17,2275,156,5853556.69,4995,669,213534.42,182,632,8733066.28,7451,611,4407488.11,3761,375,1011744.85,863,378,0,0,0,5419232.96,4624,406,5267170.3,4494,349,260111.47,222,653,1068993.49,912,561,0,0,0,897529.04,766,480,285394.17,244,488,2512028.17,2143,728,1864861.11,1591,520,7931261.13,6767,673,8455374.31,7214,699,2963432.34,52228,247,9.10508069888882e-316,157243,95,6.17953619370513e-316,106719,125,56.74,21,339,"L",0,0,2005,"200546020"
46040,"BLISSFIELD COMMUNITY SCHOOLS","LENAWEE",46,1392.61,323,966955.29,694,506,8717930.95,6260,435,367458.89,264,521,10066422.13,7228,717,5496941.18,3947,260,918041.79,659,538,0,0,0,6414982.97,4606,420,6247495.87,4486,351,756729.52,543,373,1190982.08,855,630,0,0,0,1051819.79,755,494,484262.73,348,339,3483794.12,2502,586,2676204.25,1922,340,9898777.09,7108,562,10471962.19,7520,585,3371395.39,54465,166,8.70767509353781e-316,126558,169,1.95287578839283e-316,28383,452,61.9,22,443,"L",0,0,2005,"200546040"
46050,"BRITTON MACON AREA SCHOOL DISTRICT","LENAWEE",46,550.7,520,318663.45,579,542,3615209.73,6565,299,142034.36,258,527,4083604.54,7415,637,2007872.66,3646,448,500755.61,909,339,0,0,0,2508628.27,4555,443,2354927.7,4276,458,195889.2,356,561,558473.03,1014,444,0,0,0,461167.81,837,388,116803.52,212,506,1332333.56,2419,635,915392.88,1662,488,3840961.83,6975,608,4041622.87,7339,660,1267498.38,48286,374,3.1531871289545e-316,115891,200,5.15440506690406e-317,18944,521,26.25,21,339,"M",0,0,2005,"200546050"
46060,"CLINTON COMMUNITY SCHOOLS","LENAWEE",46,1177.29,362,1157747.98,983,411,7054475.9,5992,532,164378.14,140,672,8382429.02,7120,739,4416004.95,3751,384,730160.12,620,563,0,0,0,5146165.07,4371,518,4978500.47,4229,473,708519.44,602,313,1254709.21,1066,399,0,0,0,861770.77,732,551,312582.72,266,469,3137582.14,2665,495,2420536.36,2056,248,8283747.21,7036,585,8620329.89,7322,670,2914849.72,49413,334,7.39022780407936e-316,127054,164,2.58537759066094e-316,44448,322,58.99,20,251,"L",0,0,2005,"200546060"
46070,"DEERFIELD PUBLIC SCHOOLS","LENAWEE",46,420,562,194937.23,464,569,2733510.94,6508,329,101294.7,241,551,3030650.87,7216,722,1546965.07,3683,427,320793.66,764,457,0,0,0,1867758.73,4447,496,1822097.9,4338,430,112429.75,268,631,449155.7,1069,396,0,0,0,257495.35,613,696,883.4,2,647,819964.2,1952,742,565292.8,1346,561,2687722.93,6399,716,2908036.59,6924,742,1012187.83,48199,378,2.23331293310099e-316,107626,241,3.00140136818357e-317,14464,538,21,20,251,"N",0,0,2005,"200546070"
46080,"HUDSON AREA SCHOOLS","LENAWEE",46,1075.24,387,931337.48,866,450,6784040.22,6309,407,283942.76,264,521,8033395.46,7471,600,4087851.8,3802,353,890561.41,828,407,0,0,0,4978413.21,4630,401,4750236.59,4418,388,370028.21,344,572,917096.74,853,631,0,0,0,807275.02,751,503,364073.59,339,359,2458473.56,2286,693,1772851.1,1649,494,7436886.77,6916,631,7912357.7,7359,654,2501766.2,52294,244,4.7335152862421e-316,89103,348,2.12580854693706e-316,40016,359,47.84,22,443,"L",0,0,2005,"200546080"
46090,"MADISON SCHOOL DISTRICT","LENAWEE",46,1407.07,320,2393435.29,1701,228,9179304.91,6524,315,295282.65,210,596,11876806.85,8441,237,5752020.79,4088,200,1753069.3,1246,126,0,0,0,7505090.09,5334,142,7189938.89,5110,121,432831.57,308,596,1256929.33,893,586,0,0,0,800445.85,569,718,272432.98,194,517,2762639.73,1963,741,2163276.4,1537,538,10267729.82,7297,480,10890162.66,7740,499,3704805.65,49729,323,2.16353945099179e-316,31122,544,4.32215944094137e-316,62173,247,74.5,19,188,"L",0,0,2005,"200546090"
46100,"MORENCI AREA SCHOOLS","LENAWEE",46,911.82,415,520743.42,571,549,6049868.4,6635,276,245626.18,269,512,7071965.63,7756,466,3531006.05,3872,309,794134.53,871,367,42107.57,0,0,4367248.15,4790,321,4234928.1,4644,270,147252.92,161,681,1179573.13,1294,266,0,0,0,635829.54,697,607,245188.88,269,467,2207844.47,2421,633,1670619.47,1832,399,6575092.62,7211,529,7156840.34,7849,454,2251951.7,52008,252,3.62210522867494e-316,80402,401,8.00337483170446e-317,17766,525,43.3,21,339,"M",0,0,2005,"200546100"
46110,"ONSTED COMMUNITY SCHOOLS","LENAWEE",46,1851.04,256,2048077.32,1106,373,11106990.95,6000,530,200646.96,108,701,13357715.23,7216,722,7151705.9,3864,320,1147761.42,620,563,0,0,0,8299467.32,4484,480,7936946.01,4288,451,1304420.8,705,224,1505021.97,813,664,0,0,0,1281262.18,692,616,554681.17,300,424,4645386.12,2510,578,3438417.08,1858,377,12944853.44,6993,600,13478659.33,7282,681,4453618.95,53171,211,1.27706632597387e-315,139641,130,4.49732498095228e-316,49176,296,83.76,22,443,"K",0,0,2005,"200546110"
46130,"SAND CREEK COMMUNITY SCHOOLS","LENAWEE",46,947.18,410,329793.77,348,603,6416810.59,6775,228,139654.85,147,664,6886259.21,7270,703,3828342.92,4042,218,649720.84,686,517,0,0,0,4478063.76,4728,347,4348140.78,4591,302,323156.26,341,577,864802.01,913,559,0,0,0,606563.95,640,668,348818.35,368,292,2143340.57,2263,701,1700456.12,1795,419,6621404.33,6991,602,7023695.82,7415,632,2580784.37,49918,317,4.10202997463374e-316,87656,355,5.30384856126118e-317,11334,548,51.7,18,134,"M",0,0,2005,"200546130"
46140,"TECUMSEH PUBLIC SCHOOLS","LENAWEE",46,3441.19,124,3198291.07,929,429,20938655.12,6085,500,299209.54,87,723,24536795.09,7130,737,12239693.44,3557,489,2687272.59,781,445,189895.88,0,0,15116861.91,4393,511,14739446.85,4283,453,1315996.72,382,541,3185391.42,926,546,0,0,0,2702280.92,785,464,1025893.52,298,429,8229562.58,2391,649,5418373.06,1575,528,23346424.49,6784,668,24135198.27,7014,731,7964753.94,53816,182,1.98312352970975e-315,116642,196,6.40394135351844e-316,37666,373,148,23,546,"H",0,0,2005,"200546140"
47010,"BRIGHTON AREA SCHOOLS","LIVINGSTON",47,7185.26,42,11127690.15,1549,261,39936840.7,5558,615,474231.57,66,732,51966526.42,7232,714,26714295.23,3731,396,7086931.11,990,274,141678.08,5432,55,33942904.42,4724,349,33050116.86,4600,297,2984668.56,415,508,5222445.46,727,727,0,0,0,6523194.3,908,305,2189724.26,305,419,16920032.58,2355,665,12349929.97,1719,462,50862937,7079,568,52042389.42,7243,689,17571479.19,60238,51,6.63417868160413e-315,186879,60,2.64922234430793e-315,74626,203,291.7,25,683,"D",14.51,11.57,2005,"200547010"
