"YEAR","DISTCOUNTY","TOTEXP.COUNTY","TOTREV.COUNTY","TCHR.SAL.COUNTY","TCHR.NUM.COUNTY","PUPIL.NUM.COUNTY","EXP.PER.PUPIL.COUNTY","REV.PER.PUPIL.COUNTY","TCHR_SA.PER.PUPIL.COUNTY","TCHR_SAL.AVG.COUNTY","PUPIL.PER.TCHR.COUNTY","subregion"
2004,"CHARLEVOIX",46820803.0514407,47976077.7057171,13327218.9005948,241.63,4685.04,9993.68266897202,10240.2706712679,2844.63289547044,55155.4811099401,19.3893142407814,"CHARLEVOIX"
2004,"CHEBOYGAN",38810042.8659984,37909330.5834894,11508640.0147304,205.27,3928.52,9879.0493279908,9649.77410920381,2929.51035370327,56065.8645429452,19.1383056462221,"CHEBOYGAN"
2004,"CHIPPEWA",66329784.351507,65972343.3955994,16515639.1342401,305.95,5717.39,11601.4097956422,11538.8915913729,2888.66757982927,53981.4974153949,18.6873345317862,"CHIPPEWA"
2004,"CLARE",49600654.3577197,49409991.0402811,14626431.7527072,248.16,5358.76,9255.99473716302,9220.41499158034,2729.44333254469,58939.5218919536,21.5939716312057,"CLARE"
2004,"CLINTON",90549611.5351908,90442751.9121319,29827794.2979887,483.49,10170.52,8903.14472959011,8892.63792924373,2932.76983851256,61692.6809199544,21.0356367246479,"CLINTON"
2004,"CRAWFORD",19552636.0096635,19641099.4651736,5157610.31603975,95.58,2127.62,9189.9098568652,9231.48845431682,2424.12193720671,53961.1876547369,22.2600962544465,"CRAWFORD"
2004,"DELTA",58849227.5132822,59347634.3264186,18489394.7419336,304.5,6537.83,9001.3395137656,9077.57380146296,2828.06294166928,60720.5081836901,21.4707060755337,"DELTA"
2004,"DICKINSON",43224096.019271,42935106.5268872,13777653.72039,229.9,4936.6,8755.84329685837,8697.30310879698,2790.91960466515,59928.8983053066,21.4728142670726,"DICKINSON"
2004,"EATON",149836938.787356,152776590.724303,45074670.5436027,802.64,17151.55,8736.05818642372,8907.45097232045,2628.02315496866,56158.0167243131,21.3689200637895,"EATON"
2004,"EMMET",56124022.1996236,56128657.6935505,17309181.9860116,283.02,5724.72,9803.80214222244,9804.61187508743,3023.5857799179,61158.8650484474,20.2272630909476,"EMMET"
2004,"GENESEE",865545936.455646,872643285.498667,224021847.128961,3637.68,84592,10232.0070036841,10315.9079522729,2648.26280415359,61583.7146557588,23.2543819137472,"GENESEE"
2004,"GLADWIN",34814406.736518,34975697.6724377,9501574.85562707,181.29,3799.94,9161.83064377806,9204.27629710935,2500.45391654265,52410.9154152301,20.9605604280435,"GLADWIN"
2004,"GOGEBIC",24618196.5199164,23678838.7704224,7317652.97112598,105.57,2272.52,10832.994437856,10419.6393300928,3220.06097685652,69315.6481114519,21.5261911527896,"GOGEBIC"
